'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:57:40.086 10/08/2055]',66.422,17.582,30.867,-37.900,0.000,-67.204,120.733,16.020,6.642,0.000,17.582,44.542,0.000,-54.701,28.132,44.933,7.424,0.000,59.389,-5.470,-33.993,6.642,0.000,-30.867,-40.244,-42.979,99.634,-33.993
'[17:57:40.090 10/08/2055]',15.238,104.322,-19.145,-26.569,0.000,-57.827,80.879,23.053,26.178,0.000,5.861,57.436,0.000,-75.409,-0.781,80.488,48.840,0.000,121.514,13.675,-130.501,48.449,0.000,19.145,-114.481,17.582,121.123,-130.501
'[17:57:40.094 10/08/2055]',36.728,153.944,-70.720,-21.880,0.000,-128.156,120.342,74.237,30.085,0.000,15.238,83.614,0.000,-143.004,9.768,143.785,61.734,0.000,327.814,-67.204,-230.916,43.370,0.000,70.720,-116.044,-7.033,212.161,-230.916
'[17:57:40.098 10/08/2055]',225.836,76.581,-231.697,5.470,0.000,-269.206,158.632,130.501,55.092,0.000,10.940,87.131,0.000,-130.110,33.211,101.978,64.078,0.000,295.385,-11.722,-264.908,51.966,0.000,231.697,-123.077,-178.168,291.087,-264.908
'[17:57:40.102 10/08/2055]',91.819,38.291,-184.029,33.993,0.000,-86.349,-76.972,83.614,58.608,0.000,-38.291,35.946,0.000,-4.298,-10.159,-48.059,44.151,0.000,-117.216,125.421,-107.448,80.879,0.000,184.029,-33.211,-141.050,55.482,-107.448
'[17:57:40.105 10/08/2055]',12.112,-37.118,29.695,-21.490,0.000,92.601,-60.952,-26.960,-21.099,0.000,-34.383,7.033,0.000,112.137,42.198,-123.077,-42.979,0.000,-266.471,236.386,37.900,-19.536,0.000,-29.695,-10.940,8.596,5.470,37.900
'[17:57:40.109 10/08/2055]',123.858,-13.675,-44.151,-17.582,0.000,17.192,64.469,-20.317,-14.847,0.000,-3.126,19.145,0.000,151.600,46.496,-89.866,-53.919,0.000,-194.188,220.757,88.303,-59.780,0.000,44.151,-62.125,-68.767,60.952,88.303
'[17:57:40.113 10/08/2055]',132.454,-128.156,25.006,-7.814,0.000,19.145,16.410,-16.410,1.172,0.000,-3.907,12.894,0.000,85.568,36.337,-61.734,-33.211,0.000,-228.571,176.215,128.938,-48.840,0.000,-25.006,10.159,-59.389,6.252,128.938
'[17:57:40.117 10/08/2055]',0.000,16.801,39.072,-16.020,0.000,61.343,45.714,-60.562,-8.987,0.000,0.391,14.847,0.000,22.662,12.894,-14.847,-26.569,0.000,-60.562,-16.410,137.534,-64.469,0.000,-39.072,-47.668,8.596,3.516,137.534
'[17:57:40.121 10/08/2055]',3.516,204.737,-108.620,-9.768,0.000,27.350,26.178,25.006,7.814,0.000,10.549,26.569,0.000,23.443,19.145,10.549,-25.788,0.000,4.689,-12.894,106.667,-70.720,0.000,108.620,-116.825,-120.342,102.759,106.667
'[17:57:40.125 10/08/2055]',108.620,-61.343,-76.190,0.000,0.000,-48.840,-65.641,64.078,19.145,0.000,-19.536,18.755,0.000,-7.033,-34.383,-8.596,-1.954,0.000,-156.288,70.720,67.595,-35.556,0.000,76.190,7.814,-114.872,18.755,67.595
'[17:57:40.129 10/08/2055]',-145.348,62.906,50.794,-13.284,0.000,173.480,-119.170,-80.098,-18.755,0.000,-29.695,-7.424,0.000,61.343,-32.039,-53.529,-20.708,0.000,-215.287,133.236,62.906,-26.569,0.000,-50.794,-48.449,96.508,-40.635,62.906
'[17:57:40.133 10/08/2055]',-154.725,101.197,76.581,-32.039,0.000,132.063,-37.509,-70.720,-33.602,0.000,-6.252,11.722,0.000,40.635,14.847,-18.364,-27.741,0.000,-42.979,117.216,-23.834,-40.244,0.000,-76.581,-51.966,67.595,100.415,-23.834
'[17:57:40.137 10/08/2055]',-24.615,-17.192,28.132,-18.364,0.000,-51.575,50.794,-25.788,-5.861,0.000,8.987,37.118,0.000,-66.813,8.205,45.714,8.205,0.000,111.355,-25.397,-80.098,-8.596,0.000,-28.132,-19.145,12.112,115.653,-80.098
'[17:57:40.141 10/08/2055]',66.032,13.284,-85.958,-3.126,0.000,-78.144,81.270,-23.443,10.549,0.000,17.192,47.668,0.000,-162.149,29.304,62.906,24.615,0.000,120.733,-52.357,-117.216,4.689,0.000,85.958,-86.740,-60.171,171.526,-117.216
'[17:57:40.145 10/08/2055]',121.514,107.839,-171.917,-1.172,0.000,-200.049,165.665,62.125,26.960,0.000,34.774,70.720,0.000,-119.560,54.701,69.548,24.615,0.000,318.828,-180.122,-86.740,-20.708,0.000,171.917,-135.189,-152.772,232.088,-86.740
'[17:57:40.148 10/08/2055]',276.239,30.085,-322.735,48.059,0.000,-330.549,88.303,174.652,98.852,0.000,16.410,69.158,0.000,-49.621,16.020,-2.344,68.376,0.000,101.197,57.827,-158.632,31.648,0.000,322.735,-121.123,-271.941,258.657,-158.632
'[17:57:40.152 10/08/2055]',404.396,-109.011,-239.121,12.503,0.000,-148.474,32.821,123.077,60.171,0.000,-8.987,48.449,0.000,68.767,-25.006,-33.211,30.476,0.000,-180.513,339.536,-126.203,8.596,0.000,239.121,-100.806,-172.308,155.116,-126.203
'[17:57:40.156 10/08/2055]',-16.410,119.560,-63.687,29.695,0.000,27.741,-97.680,75.409,63.297,0.000,-28.913,34.383,0.000,103.541,-28.913,-54.310,46.496,0.000,-77.753,148.083,-28.523,24.225,0.000,63.687,-62.515,19.145,9.377,-28.523
'[17:57:40.160 10/08/2055]',19.927,0.781,25.397,-4.298,0.000,109.792,-142.222,46.496,27.350,0.000,-39.072,15.629,0.000,130.110,-18.364,-84.786,0.781,0.000,-258.657,259.829,32.039,-5.470,0.000,-25.397,-75.800,59.389,19.145,32.039
'[17:57:40.164 10/08/2055]',-123.858,28.523,141.441,-32.430,0.000,228.962,-78.144,-117.216,-18.755,0.000,-34.774,-0.391,0.000,43.370,-43.370,-23.834,-19.145,0.000,-173.089,110.183,28.523,-9.377,0.000,-141.441,-51.966,180.904,-38.681,28.523
'[17:57:40.168 10/08/2055]',-254.359,128.547,134.017,-27.741,0.000,143.785,-47.668,-98.071,-17.192,0.000,-25.006,-0.391,0.000,42.198,-5.079,-30.085,-15.238,0.000,-31.648,39.072,0.781,-16.801,0.000,-134.017,-103.541,213.724,16.410,0.781
'[17:57:40.172 10/08/2055]',-71.111,61.343,0.781,-23.834,0.000,14.457,15.238,-50.012,-12.894,0.000,-17.973,-7.814,0.000,73.065,8.205,-82.051,-17.192,0.000,-105.104,123.077,-30.867,-4.689,0.000,-0.781,-123.077,71.111,75.409,-30.867
'[17:57:40.176 10/08/2055]',-85.568,121.514,-55.873,-24.615,0.000,20.708,-13.675,-44.542,-7.033,0.000,-21.880,-15.238,0.000,68.376,-22.271,-55.092,-14.847,0.000,-87.521,130.110,-57.436,-8.596,0.000,55.873,-125.031,63.687,47.668,-57.436
'[17:57:40.180 10/08/2055]',-77.753,63.297,12.112,-12.894,0.000,74.237,-41.416,-41.416,-6.642,0.000,-21.880,-11.722,0.000,71.893,-1.954,-43.761,-7.033,0.000,-80.488,111.746,19.927,-32.430,0.000,-12.112,-89.084,90.256,11.331,19.927
'[17:57:40.184 10/08/2055]',26.569,-0.781,54.701,-12.503,0.000,66.422,17.192,-11.331,-4.689,0.000,-10.549,0.000,0.000,41.416,15.629,-30.867,-8.596,0.000,-70.330,36.337,88.303,-36.728,0.000,-54.701,-56.654,67.985,-17.973,88.303
'[17:57:40.188 10/08/2055]',-51.184,23.053,79.707,-10.159,0.000,111.355,-22.271,-39.853,-7.814,0.000,-16.410,-0.391,0.000,46.496,-20.317,0.000,-5.470,0.000,-57.045,53.529,50.012,-25.397,0.000,-79.707,-61.343,101.197,3.516,50.012
'[17:57:40.191 10/08/2055]',-75.409,-6.252,127.375,-11.331,0.000,123.468,-17.582,-52.747,-17.582,0.000,-16.801,-6.252,0.000,76.581,-23.443,-19.536,-11.331,0.000,-39.072,53.919,22.662,-15.238,0.000,-127.375,-27.350,107.448,19.536,22.662
'[17:57:40.195 10/08/2055]',-59.389,24.615,87.912,-9.377,0.000,81.270,2.344,-21.490,-17.973,0.000,-9.377,-0.781,0.000,62.515,-16.801,-21.099,-6.252,0.000,-31.258,105.495,-60.952,4.298,0.000,-87.912,-56.264,118.779,60.171,-60.952
'[17:57:40.199 10/08/2055]',-80.879,43.761,57.045,-14.457,0.000,115.263,-63.687,-16.410,-29.304,0.000,-17.582,-10.940,0.000,75.018,-43.370,-20.317,-14.066,0.000,-61.734,133.236,-86.740,12.112,0.000,-57.045,-50.012,112.527,44.542,-86.740
'[17:57:40.203 10/08/2055]',-58.217,32.039,61.343,-5.470,0.000,136.752,-58.999,-20.708,-25.788,0.000,-15.238,-10.549,0.000,89.866,3.907,-35.165,-22.271,0.000,-74.628,115.653,10.549,-14.066,0.000,-61.343,-51.575,87.912,22.662,10.549
'[17:57:40.207 10/08/2055]',-6.252,11.722,64.860,-12.112,0.000,148.864,-45.714,-12.503,-31.258,0.000,-5.079,-0.391,0.000,17.192,43.370,-12.503,-31.648,0.000,-15.238,48.449,10.940,-28.132,0.000,-64.860,-52.357,85.568,34.774,10.940
'[17:57:40.211 10/08/2055]',-15.629,18.364,42.589,-8.596,0.000,109.792,-37.118,-3.126,-32.039,0.000,-8.205,1.954,0.000,72.674,15.238,-18.364,-36.337,0.000,-67.985,126.984,-6.642,-17.973,0.000,-42.589,-48.449,62.515,44.933,-6.642
'[17:57:40.215 10/08/2055]',-26.569,13.284,22.662,-2.344,0.000,78.926,-37.118,-2.344,-30.085,0.000,-14.457,2.344,0.000,89.475,4.689,-19.145,-33.211,0.000,-0.781,61.343,-8.987,-9.377,0.000,-22.662,-66.813,67.985,40.635,-8.987
'[17:57:40.219 10/08/2055]',-39.463,15.238,7.814,-1.954,0.000,51.575,-31.258,-4.298,-32.430,0.000,-18.755,0.391,0.000,78.535,3.907,-28.523,-39.853,0.000,-9.377,74.628,-50.794,-0.391,0.000,-7.814,-64.860,78.926,43.370,-50.794
'[17:57:40.223 10/08/2055]',-83.223,7.033,1.563,-3.907,0.000,-10.159,-23.443,-3.126,-39.853,0.000,-23.443,-2.735,0.000,73.065,-15.629,-33.211,-41.807,0.000,-70.720,153.553,-107.057,5.470,0.000,-1.563,-66.422,115.653,52.357,-107.057
'[17:57:40.227 10/08/2055]',-66.813,-12.112,7.424,4.298,0.000,14.066,-35.946,-8.205,-35.165,0.000,-25.397,-5.079,0.000,80.098,1.172,-40.635,-53.138,0.000,-68.767,85.177,-21.099,-6.642,0.000,-7.424,-57.827,101.587,-5.079,-21.099
'[17:57:40.230 10/08/2055]',-63.687,-24.225,17.973,3.516,0.000,27.741,-48.059,-9.768,-34.383,0.000,-27.350,-2.344,0.000,55.092,19.927,-30.085,-58.999,0.000,-58.608,41.807,29.695,-26.960,0.000,-17.973,-46.886,100.415,-31.258,29.695
'[17:57:40.234 10/08/2055]',-62.515,-17.973,22.662,6.252,0.000,41.807,-54.701,-5.470,-32.039,0.000,-30.476,2.735,0.000,5.079,33.993,-25.006,-53.919,0.000,-105.495,56.654,29.304,-20.708,0.000,-22.662,-41.807,85.568,-12.503,29.304
'[17:57:40.238 10/08/2055]',-36.728,-15.629,12.112,14.066,0.000,79.707,-67.985,-6.642,-29.695,0.000,-31.258,2.344,0.000,33.993,30.867,-19.145,-53.529,0.000,-54.701,24.615,39.853,-17.973,0.000,-12.112,-42.198,89.475,-32.821,39.853
'[17:57:40.242 10/08/2055]',-30.867,-21.490,17.192,15.238,0.000,74.628,-63.297,-5.079,-23.834,0.000,-32.821,1.563,0.000,14.847,28.523,-10.940,-45.714,0.000,-52.357,15.629,32.430,-9.768,0.000,-17.192,-36.337,81.270,-21.880,32.430
'[17:57:40.246 10/08/2055]',-77.753,-25.006,23.443,16.410,0.000,18.755,-51.184,-6.642,-21.099,0.000,-28.913,-2.735,0.000,-12.112,28.523,-14.847,-39.463,0.000,-88.694,48.840,-1.563,1.563,0.000,-23.443,-26.178,85.177,-5.470,-1.563
'[17:57:40.250 10/08/2055]',-56.654,-38.291,16.801,18.755,0.000,25.397,-45.324,-15.629,-21.880,0.000,-26.960,-13.284,0.000,38.291,12.112,-19.145,-46.105,0.000,-60.171,55.482,-3.907,-5.470,0.000,-16.801,-20.317,87.912,-8.596,-3.907
'[17:57:40.254 10/08/2055]',-56.654,-43.761,21.099,6.252,0.000,29.695,-44.542,-25.788,-30.476,0.000,-30.867,-25.397,0.000,55.873,1.954,-21.490,-58.999,0.000,-52.357,50.403,-1.563,-17.973,0.000,-21.099,-9.768,80.488,-12.112,-1.563
'[17:57:40.258 10/08/2055]',-69.548,-17.582,3.516,8.205,0.000,28.132,-48.449,-28.132,-25.397,0.000,-30.867,-30.085,0.000,64.078,1.954,-18.755,-44.542,0.000,-41.807,57.436,-1.954,-10.549,0.000,-3.516,-25.788,74.628,0.000,-1.954
'[17:57:40.262 10/08/2055]',-51.966,3.516,-21.099,4.689,0.000,48.840,-54.310,-31.258,-26.178,0.000,-35.556,-34.383,0.000,77.753,0.000,-19.927,-42.979,0.000,-15.238,38.681,0.000,-7.424,0.000,21.099,-38.681,69.158,-10.940,0.000
'[17:57:40.266 10/08/2055]',-28.132,-3.907,-14.066,2.344,0.000,84.396,-67.595,-30.867,-27.741,0.000,-41.026,-38.681,0.000,74.628,-3.516,-16.020,-34.774,0.000,-13.284,26.569,5.079,0.000,0.000,14.066,-23.053,59.389,-18.364,5.079
'[17:57:40.270 10/08/2055]',-53.919,-17.582,7.033,11.331,0.000,62.125,-71.111,-25.788,-16.020,0.000,-43.761,-33.602,0.000,41.807,-1.563,-9.768,-20.317,0.000,-38.291,33.211,0.391,12.503,0.000,-7.033,-5.079,52.357,-11.331,0.391
'[17:57:40.273 10/08/2055]',-59.780,-30.867,19.145,13.675,0.000,43.370,-67.204,-21.490,-10.940,0.000,-46.496,-30.476,0.000,7.814,-4.298,-7.033,-19.536,0.000,-63.297,25.788,0.391,10.940,0.000,-19.145,8.596,51.966,-16.801,0.391
'[17:57:40.277 10/08/2055]',-84.786,-32.430,5.079,15.629,0.000,6.642,-66.422,-21.099,-13.675,0.000,-44.151,-31.258,0.000,11.722,-10.940,-4.689,-26.960,0.000,-69.158,34.383,0.000,2.344,0.000,-5.079,11.331,28.132,-4.689,0.000
'[17:57:40.281 10/08/2055]',-79.707,-33.602,16.020,11.331,0.000,-0.391,-60.171,-12.112,-11.331,0.000,-37.900,-27.350,0.000,-1.172,-2.735,0.000,-28.132,0.000,-78.144,68.767,-17.973,-5.079,0.000,-16.020,11.722,15.629,30.867,-17.973
'[17:57:40.285 10/08/2055]',-69.548,-28.913,0.781,17.582,0.000,-17.973,-50.012,-7.033,-3.907,0.000,-29.695,-26.960,0.000,8.987,0.391,1.563,-25.788,0.000,-50.012,25.006,14.066,-3.126,0.000,-0.781,6.642,17.582,-13.284,14.066
'[17:57:40.289 10/08/2055]',-61.734,-29.695,7.033,12.112,0.000,-22.662,-46.496,-3.907,2.344,0.000,-23.053,-25.006,0.000,26.178,1.172,7.033,-19.536,0.000,-23.053,17.582,25.006,-3.516,0.000,-7.033,8.596,11.722,-20.317,25.006
'[17:57:40.293 10/08/2055]',-26.569,-41.026,12.503,14.847,0.000,11.331,-51.966,-4.689,7.424,0.000,-17.973,-26.569,0.000,21.099,0.781,8.205,-13.284,0.000,-21.880,18.364,23.834,-3.516,0.000,-12.503,24.615,11.331,-17.192,23.834
'[17:57:40.297 10/08/2055]',-4.689,-38.681,10.159,19.145,0.000,37.509,-57.827,-8.987,15.629,0.000,-14.066,-28.132,0.000,10.549,9.377,8.205,-3.126,0.000,-16.410,2.735,37.900,0.391,0.000,-10.159,30.476,11.722,-32.821,37.900
'[17:57:40.301 10/08/2055]',0.000,-22.662,0.000,19.536,0.000,46.105,-62.125,-10.940,25.397,0.000,-13.284,-30.085,0.000,-5.861,5.861,8.987,8.987,0.000,-31.648,4.689,42.979,2.344,0.000,0.000,24.615,5.079,-28.132,42.979
'[17:57:40.305 10/08/2055]',14.457,-17.192,-7.814,14.066,0.000,55.873,-64.469,-12.894,26.569,0.000,-12.112,-34.774,0.000,-30.085,2.344,5.079,9.377,0.000,-58.217,20.317,25.788,-0.781,0.000,7.814,22.271,3.907,-17.192,25.788
'[17:57:40.309 10/08/2055]',-7.033,-9.377,6.252,6.642,0.000,22.662,-55.092,-7.814,37.900,0.000,-7.033,-33.993,0.000,-12.112,9.377,5.470,16.410,0.000,-23.834,8.205,33.993,1.172,0.000,-6.252,16.801,-0.391,-20.317,33.993
'[17:57:40.313 10/08/2055]',-39.072,-1.954,8.205,7.033,0.000,-31.258,-37.509,-3.516,48.840,0.000,-3.126,-33.602,0.000,14.847,7.814,7.424,19.145,0.000,15.238,-11.722,46.496,1.172,0.000,-8.205,13.284,6.252,-45.324,46.496
'[17:57:40.316 10/08/2055]',-30.867,-1.954,9.768,5.861,0.000,-33.211,-33.993,-0.781,53.529,0.000,5.079,-33.211,0.000,36.728,3.516,8.205,18.755,0.000,37.509,-4.298,33.993,0.000,0.000,-9.768,11.722,8.987,-41.026,33.993
'[17:57:40.320 10/08/2055]',-25.788,-5.079,9.377,8.596,0.000,-30.085,-32.430,-1.563,53.138,0.000,9.377,-33.211,0.000,18.755,13.675,9.768,23.834,0.000,43.370,-0.781,22.662,1.954,0.000,-9.377,19.536,10.549,-30.476,22.662
'[17:57:40.324 10/08/2055]',23.053,-7.814,4.298,8.596,0.000,8.596,-25.397,-1.954,48.840,0.000,16.801,-32.821,0.000,-3.907,18.364,12.894,22.271,0.000,29.304,1.954,25.006,-6.252,0.000,-4.298,21.490,12.894,-26.569,25.006
'[17:57:40.328 10/08/2055]',66.813,-4.298,9.377,2.344,0.000,64.078,-31.648,-2.344,46.105,0.000,22.271,-32.430,0.000,-11.722,16.410,13.675,22.662,0.000,24.615,7.814,17.973,-8.987,0.000,-9.377,14.457,26.960,-19.927,17.973
'[17:57:40.332 10/08/2055]',65.641,-9.377,19.927,-1.563,0.000,62.906,-23.053,-4.689,40.244,0.000,25.006,-31.648,0.000,-30.085,21.099,15.238,22.271,0.000,20.708,30.085,-13.675,-7.424,0.000,-19.927,21.490,29.695,10.549,-13.675
'[17:57:40.336 10/08/2055]',41.807,-4.298,34.774,-8.205,0.000,35.165,-6.642,-1.954,39.072,0.000,29.695,-25.006,0.000,-11.331,20.317,17.973,16.410,0.000,42.979,-23.053,36.337,-10.940,0.000,-34.774,16.801,41.026,-40.635,36.337
'[17:57:40.340 10/08/2055]',17.192,1.954,33.993,-6.642,0.000,0.000,8.596,1.172,38.291,0.000,30.867,-17.582,0.000,-2.344,19.536,22.271,17.582,0.000,60.562,-32.430,35.946,-5.470,0.000,-33.993,15.629,52.357,-57.436,35.946
'[17:57:40.344 10/08/2055]',10.549,1.954,32.430,-8.205,0.000,-12.503,18.364,4.298,27.350,0.000,37.118,-9.377,0.000,-3.126,23.053,26.569,11.331,0.000,66.422,-36.728,33.602,-3.907,0.000,-32.430,23.053,46.105,-60.562,33.602
'[17:57:40.348 10/08/2055]',-6.252,-0.391,32.430,-8.987,0.000,-31.648,23.053,6.642,17.582,0.000,41.026,-2.735,0.000,-16.020,21.880,30.085,3.907,0.000,51.184,-44.933,44.542,-10.159,0.000,-32.430,29.695,41.416,-68.767,44.542
'[17:57:40.352 10/08/2055]',2.344,-1.954,27.741,-11.331,0.000,-28.913,27.350,9.768,8.205,0.000,42.979,1.172,0.000,-13.284,26.960,32.821,-3.516,0.000,64.078,-43.370,39.463,-17.192,0.000,-27.741,30.476,46.496,-69.939,39.463
'[17:57:40.355 10/08/2055]',-2.344,-12.112,35.556,-17.973,0.000,-31.258,32.039,6.642,-3.907,0.000,43.761,5.079,0.000,-21.490,30.476,35.165,-5.861,0.000,58.999,-34.774,30.476,-16.410,0.000,-35.556,37.118,48.449,-61.343,30.476
'[17:57:40.359 10/08/2055]',-12.503,-17.973,44.542,-21.880,0.000,-27.741,25.397,4.298,-10.940,0.000,46.496,9.768,0.000,-27.350,30.085,36.728,-10.940,0.000,53.919,-42.198,35.165,-18.364,0.000,-44.542,41.807,41.807,-58.217,35.165
'[17:57:40.363 10/08/2055]',-23.443,-17.973,50.403,-25.006,0.000,-35.946,28.913,5.861,-15.238,0.000,48.840,15.238,0.000,-30.085,33.211,39.853,-12.503,0.000,52.357,-48.449,42.979,-16.801,0.000,-50.403,40.244,47.277,-67.595,42.979
'[17:57:40.367 10/08/2055]',14.457,-16.410,49.231,-26.178,0.000,-7.033,42.198,9.377,-23.443,0.000,47.668,20.317,0.000,-18.364,33.602,44.151,-12.503,0.000,62.125,-43.370,37.509,-8.596,0.000,-49.231,40.635,41.026,-62.906,37.509
'[17:57:40.371 10/08/2055]',26.569,-3.907,44.151,-20.317,0.000,23.443,33.211,13.284,-24.225,0.000,46.886,24.615,0.000,6.642,22.662,46.105,-12.894,0.000,74.237,-39.463,36.728,-8.205,0.000,-44.151,33.602,31.648,-51.184,36.728
'[17:57:40.375 10/08/2055]',26.960,-2.344,38.291,-18.364,0.000,17.973,40.244,14.457,-28.913,0.000,41.416,25.006,0.000,47.277,17.192,46.496,-19.145,0.000,105.495,-39.463,37.900,-11.722,0.000,-38.291,34.383,30.476,-52.747,37.900
'[17:57:40.379 10/08/2055]',35.556,2.735,57.045,-24.225,0.000,10.940,61.734,21.099,-22.271,0.000,39.853,25.788,0.000,48.059,13.284,46.496,-26.569,0.000,100.806,-41.807,39.072,-14.847,0.000,-57.045,24.615,27.350,-48.059,39.072
'[17:57:40.383 10/08/2055]',21.880,-5.470,60.562,-18.364,0.000,17.582,43.370,16.020,-18.755,0.000,42.979,17.973,0.000,24.615,11.722,39.853,-39.853,0.000,82.051,-37.900,17.582,-25.006,0.000,-60.562,35.556,33.602,-37.900,17.582
'[17:57:40.387 10/08/2055]',1.563,-16.020,58.999,-21.880,0.000,5.470,34.774,7.814,-26.178,0.000,47.668,11.331,0.000,-18.755,16.410,36.728,-50.012,0.000,47.277,-39.072,12.503,-35.165,0.000,-58.999,42.589,49.621,-41.807,12.503
'[17:57:40.391 10/08/2055]',-10.159,-15.629,62.906,-28.523,0.000,-16.020,43.761,9.768,-29.304,0.000,50.403,8.205,0.000,-78.535,28.913,36.728,-54.701,0.000,0.391,-37.900,10.940,-40.244,0.000,-62.906,42.979,59.389,-43.761,10.940
'[17:57:40.395 10/08/2055]',-8.987,-17.192,58.608,-16.801,0.000,-7.814,35.946,7.814,-21.880,0.000,54.701,11.722,0.000,-113.700,33.993,35.946,-35.165,0.000,-25.006,-25.006,-1.172,-25.397,0.000,-58.608,43.761,67.595,-29.695,-1.172
'[17:57:40.398 10/08/2055]',-20.317,-11.722,41.416,-21.099,0.000,-20.708,35.946,4.298,-32.039,0.000,50.403,15.238,0.000,-50.403,25.788,35.556,-31.648,0.000,25.397,-36.337,21.490,-30.476,0.000,-41.416,35.165,66.032,-39.853,21.490
'[17:57:40.402 10/08/2055]',9.768,-10.940,67.985,-15.629,0.000,4.298,46.496,11.331,-11.722,0.000,36.728,23.834,0.000,48.059,17.192,37.900,-8.596,0.000,104.322,-50.403,50.794,-8.596,0.000,-67.985,30.867,57.045,-52.357,50.794
'[17:57:40.406 10/08/2055]',-0.391,-12.503,75.800,5.079,0.000,-11.331,51.966,11.331,14.457,0.000,25.397,24.615,0.000,96.117,4.298,33.993,-3.516,0.000,137.534,-46.496,41.026,-0.781,0.000,-75.800,29.304,58.608,-51.184,41.026
'[17:57:40.410 10/08/2055]',-31.258,-15.238,63.297,6.252,0.000,-39.072,45.324,1.563,14.066,0.000,21.099,19.536,0.000,91.429,0.781,27.350,-9.768,0.000,132.454,-59.780,43.370,-5.470,0.000,-63.297,28.523,52.357,-55.482,43.370
'[17:57:40.414 10/08/2055]',-16.801,-23.443,55.092,7.033,0.000,-42.198,48.059,-0.781,16.410,0.000,17.582,14.066,0.000,14.457,10.940,24.615,-2.735,0.000,75.409,-66.032,39.072,0.000,0.000,-55.092,26.960,59.780,-58.999,39.072
'[17:57:40.418 10/08/2055]',-21.880,-30.085,41.026,8.596,0.000,-66.422,50.403,-5.079,18.755,0.000,17.192,6.252,0.000,-57.827,21.490,16.410,-7.424,0.000,17.973,-65.641,25.788,-5.470,0.000,-41.026,27.350,63.687,-61.343,25.788
'[17:57:40.422 10/08/2055]',-6.252,-37.118,30.867,0.000,0.000,-31.648,29.304,-15.238,5.079,0.000,17.973,0.000,0.000,-101.978,25.397,8.987,-10.549,0.000,-20.317,-69.158,24.615,-12.112,0.000,-30.867,33.602,64.078,-61.734,24.615
'[17:57:40.426 10/08/2055]',30.476,-39.853,40.244,-3.516,0.000,13.284,24.615,-17.973,7.033,0.000,16.801,-5.079,0.000,-62.125,18.755,3.126,-5.861,0.000,7.033,-76.190,32.039,-8.205,0.000,-40.244,39.853,43.370,-50.403,32.039
'[17:57:40.430 10/08/2055]',34.383,-46.496,55.482,-0.391,0.000,40.244,14.066,-23.443,12.112,0.000,10.549,-13.284,0.000,12.894,8.596,-1.172,-6.252,0.000,59.780,-68.376,32.039,-9.377,0.000,-55.482,50.012,41.026,-46.886,32.039
'[17:57:40.434 10/08/2055]',-3.907,-45.714,58.608,0.781,0.000,18.755,10.549,-28.523,8.205,0.000,4.689,-19.536,0.000,56.654,0.391,-3.516,-1.954,0.000,91.429,-63.297,30.867,-6.642,0.000,-58.608,53.529,44.542,-45.324,30.867
'[17:57:40.438 10/08/2055]',2.735,-40.635,50.794,3.516,0.000,21.099,15.238,-29.695,9.768,0.000,4.298,-19.927,0.000,64.078,0.000,-4.298,1.954,0.000,91.819,-62.515,39.072,-6.642,0.000,-50.794,48.059,38.291,-42.979,39.072
'[17:57:40.441 10/08/2055]',17.973,-36.337,36.728,5.470,0.000,26.960,14.847,-26.569,7.814,0.000,0.000,-18.364,0.000,46.496,0.391,-3.516,15.629,0.000,75.018,-47.277,32.039,0.000,0.000,-36.728,41.026,47.668,-44.542,32.039
'[17:57:40.445 10/08/2055]',8.987,-30.867,21.099,4.689,0.000,8.987,11.722,-23.053,5.470,0.000,-3.126,-16.410,0.000,30.085,-2.344,-4.298,12.894,0.000,56.654,-42.589,25.788,-2.344,0.000,-21.099,38.291,41.807,-47.668,25.788
'[17:57:40.449 10/08/2055]',30.867,-30.085,10.159,3.516,0.000,25.006,3.907,-20.317,6.252,0.000,-1.563,-12.894,0.000,17.973,-9.768,-3.907,12.894,0.000,35.946,-42.198,26.569,-2.735,0.000,-10.159,47.668,12.894,-42.979,26.569
'[17:57:40.453 10/08/2055]',44.151,-36.337,14.066,-1.172,0.000,32.430,-2.735,-13.284,4.298,0.000,0.781,-14.066,0.000,23.053,-15.238,-3.907,14.457,0.000,38.681,-31.648,14.457,-2.735,0.000,-14.066,47.668,1.563,-22.271,14.457
'[17:57:40.457 10/08/2055]',9.377,-47.277,18.755,6.252,0.000,-4.689,-6.252,-8.987,8.596,0.000,-1.563,-16.410,0.000,42.979,-10.940,-3.907,15.629,0.000,67.985,-44.542,26.569,-4.298,0.000,-18.755,58.608,3.907,-34.383,26.569
'[17:57:40.461 10/08/2055]',-0.781,-54.310,28.132,3.907,0.000,-21.490,-3.907,-3.907,7.033,0.000,4.298,-18.755,0.000,7.814,-7.033,-3.907,13.284,0.000,43.370,-63.687,41.416,-10.940,0.000,-28.132,57.827,12.894,-46.496,41.416
